PDB,label,PID,DeepRank-GNN,HADDOCK,ZRANK2,ROSETTADOCK,PYDOCK_TOT,SIPPER,AP_PISA,FIREDOCK,CP_PIE,iRMSD,lRMSD,FNAT,CAPRI_quality,dMaSIF,PIsToN,GNN-DOVE
7wqv_87,0,7wqv,0.010279951,-42.21225,-110.521,4.2,2.928,1.744,-0.1518,1.43,0.896436,20.34,44.032,0,4,-0.868153155,0.6694787,0.2274
7wqv_88,0,7wqv,0.010279951,-24.97134,-94.4332,3.076,20.024,3.464,0.0199,10.82,0.61842,16.74,42.894,0.011364,4,0.242547363,1.9535397,0.0837
7wqv_89,0,7wqv,0.010279951,-60.46113,-31.332,25.075,-7.15,4.993,-0.1779,1.45,0.936636,17.075,39.634,0,4,-0.185264364,-0.023188949,0.1776
7wqv_90,0,7wqv,0.010279951,-35.551884,-36.4312,3.925,-2.896,2.132,-0.0023,-13.08,0.772779,7.021,14.057,0.034091,4,0.557835996,1.4606297,0.1011
7wqv_91,0,7wqv,0.010279951,-46.09658,-42.5255,-0.501,0.835,-3.079,-0.1177,-17.83,0.610728,13.144,41.751,0,4,-0.546499729,1.5448856,0.1514
7wqv_92,0,7wqv,0.01188139,-25.59366,151.598,18.207,22.564,-2.225,-0.0533,21.8,0.434469,15.611,59.623,0,4,-1.433133602,1.9554931,0.1953
7wqv_93,0,7wqv,0.010279951,-48.81247,-120.197,4.618,-2.045,5.596,-0.159,-21.49,1.070572,7.511,18.439,0.102273,4,0.686142981,1.4658499,0.1123
7wqv_94,0,7wqv,0.010279951,-47.89407,78.9223,29.726,-2.408,2.323,-0.1042,-9.48,0.816068,21.417,47.952,0,4,-0.126499429,1.6372114,0.0744
7wqv_95,0,7wqv,0.010279951,-59.71554,415.074,49.248,-18.25,3.563,-0.1345,-32.66,0.897388,15.058,26.624,0,4,-0.081695542,0.8228312,0.0735
7wqv_96,0,7wqv,0.00821133,-51.203042,-89.4242,0.255,5.686,-1.776,-0.1172,-10.6,0.766551,20.665,48.292,0,4,-1.26576829,1.5442128,0.2274
7wqv_97,0,7wqv,0.005437685,-46.36706,-72.2678,-0.899,6.94,-1.204,-0.0751,-2.11,0.624577,18.546,58.096,0,4,-1.133248925,1.5755451,0.2828
7wqv_98,0,7wqv,0.003629988,-45.37448,272.671,56.433,0.278,3.323,-0.2125,-22.96,0.60424,22.561,54.375,0,4,-1.044646859,1.0052731,0.2274
7wqv_99,0,7wqv,0.010279951,-50.5646,-72.5707,9.136,-14.375,3.675,-0.0498,-7.22,0.84307,16.348,32.921,0.022727,4,0.059409734,1.6924022,0.0959
7wqv_100,0,7wqv,0.025500767,-53.949082,-61.6526,-0.829,-2.383,-3.289,-0.0755,-15.63,0.484985,18.76,44.2,0,4,-2.035740614,1.8568854,0.2629
7xbf_1,1,7xbf,0.006148607,-106.5279,-185.985,-4.453,-29.717,3.783,-0.2407,-18.46,0.98505,0.315,1.623,0.925926,1,-0.11339616,0.049943328,0.2274
7xbf_2,0,7xbf,0.007529752,-39.27349,86.0624,30.296,-26.853,2.209,-0.0586,-33.6,0.763447,25.022,80.341,0,4,-0.421162277,1.8996228,0.1314
7xbf_3,0,7xbf,0.008515156,-93.10849,91.4686,58.616,-8.667,0.742,-0.3025,-11.98,1.226494,22.564,74.053,0,4,-0.576914132,1.2394276,0.2274
7xbf_4,0,7xbf,0.007478539,-47.20575,-77.7671,12.719,-18.882,-2.497,-0.1078,-7.21,0.357161,26.184,77.332,0,4,0.122230589,1.2461245,0.2326
7xbf_5,0,7xbf,0.010279951,-41.6103,-15.3634,18.915,-9.611,4.027,-0.2624,-9.23,0.884577,22.388,74.105,0,4,-0.606140852,1.4752944,0.2257
7xbf_6,0,7xbf,0.010279951,-56.9955,176.008,57.766,-12.96,0.632,-0.2672,-29.48,0.374233,24.819,81.54,0,4,0.008599121,1.2206223,0.0476
7xbf_7,0,7xbf,0.006231438,-57.93257,248.731,39.263,-11.525,-4.833,-0.2758,5.09,0.675941,20.108,73.607,0,4,-0.168540433,1.7367764,0.1067
7xbf_8,0,7xbf,0.007080288,-51.8716,-115.137,11.964,-1.66,1.754,-0.1879,6.07,0.748809,29.463,76.179,0,4,-0.658474028,1.9381291,0.1286
7xbf_9,0,7xbf,0.00499382,-57.4262,948.864,151.174,1.802,-0.848,-0.0803,12.4,0.855053,33.828,90.285,0,4,0.049837772,1.9410523,0.1136
7xbf_10,0,7xbf,0.008575858,-52.49806,271.71,41.661,4.264,2.297,0.0318,17.74,0.835547,24.932,73.122,0,4,-0.395571411,1.5833912,0.2274
7xbf_11,0,7xbf,0.010279951,-56.17722,-96.8349,2.087,-7.04,1.109,-0.1278,2.69,0.936189,27.203,83.377,0,4,-0.44618392,1.8551043,0.067
7xbf_12,0,7xbf,0.007573591,-63.6324,-101.74,9.28,-16.05,0.743,-0.3215,13.74,0.760254,23.912,67.447,0,4,-2.858648062,1.9508657,0.1943
7xbf_13,0,7xbf,0.005237326,-64.47812,-39.8906,-1.64,-22.135,-0.751,-0.0711,1.03,0.678165,15.236,28,0,4,-1.086519837,0.8055871,0.3035
7xbf_14,0,7xbf,0.007976437,-59.8884,-39.238,-0.728,-14.933,-0.632,0.0057,3.07,0.462245,18.369,77.55,0,4,-2.937584162,1.9514052,0.1259
7xbf_15,0,7xbf,0.010632657,-56.42292,-60.0085,0.881,6.06,-4.327,-0.0921,8.46,0.472901,24.69,74.406,0,4,-0.331665307,1.5322809,0.2851
7xbf_16,0,7xbf,0.014445113,-51.4084,-49.4158,17.353,0.52,-3.876,-0.0292,21.42,0.629264,23.541,79.422,0,4,-0.03115046,1.8950421,0.1149
7xbf_17,0,7xbf,0.010221365,-50.0198,22.8188,81.468,7.035,-9.267,-0.1656,17.21,0.5653,20.162,71.77,0,4,-0.893252254,1.9133371,0.2274
7xbf_18,0,7xbf,0.009599911,-78.017643,97.9653,39.818,-14.945,-0.185,-0.1815,2.35,0.698835,34.631,88.921,0,4,-1.098739505,1.8405674,0.1719
7xbf_19,0,7xbf,0.00545849,-50.37667,10.8009,2.422,-17.615,3.307,-0.0215,-10.71,0.802171,32.534,80.954,0,4,-0.359146416,1.9109327,0.3021
7xbf_20,0,7xbf,0.010279951,-59.7777,-103.316,20.284,-10.395,-1.538,0.0058,-17.67,0.733709,29.385,92.514,0,4,-0.044656828,0.7241792,0.2274
7xbf_21,0,7xbf,0.003408641,-60.33988,-83.2774,4.293,0.12,0.462,-0.0347,7.39,0.726258,31.703,89.775,0,4,0.048161048,1.6790634,0.1019
7xbf_22,0,7xbf,0.007462977,-56.59233,-4.41813,73.124,-17.636,-0.2,-0.2264,-2.91,0.993931,19.562,72.473,0,4,-0.085381165,1.2840346,0.0813
7xbf_23,0,7xbf,0.007372622,-38.5869,457.251,93.659,-7.482,-3.506,0.0109,11.16,0.855338,25.315,71.463,0,4,-1.090243936,1.7899804,0.1025
7xbf_24,0,7xbf,0.012880643,-63.27786,-149.04,11.909,-21.509,1.368,-0.1539,1.12,0.380702,33.708,93.689,0,4,-0.353300273,1.8821691,0.1484
7xbf_25,0,7xbf,0.027347613,-45.52976,-31.2118,9.137,1.098,0.669,0.0138,10.37,0.871583,14.64,41.397,0,4,-1.480851531,1.9318366,0.1125
7xbf_26,0,7xbf,0.004438067,-62.72982,-128.398,6.557,-7.429,0.942,-0.1356,-4.41,0.859245,24.621,89.954,0,4,-0.208913788,1.5627203,0.0898
7xbf_27,0,7xbf,0.008452728,-68.53639,135.866,27.307,-5.044,3.043,-0.1619,7.99,0.601727,28.462,93.832,0,4,0.151757255,1.1467052,0.0665
7xbf_28,0,7xbf,0.005674991,-56.73869,-76.7314,10.443,-6.116,0.879,-0.0795,4.26,0.662596,24.631,88.474,0,4,-0.127078399,1.8995681,0.0986
7xbf_29,0,7xbf,0.005062505,-39.61576,301.413,68.25,-15.584,-4.557,-0.0189,-12.1,0.589288,17.218,68.993,0,4,-2.170249462,1.456509,0.1461
7xbf_30,0,7xbf,0.008163682,-73.4583,-86.8599,13.538,-10.074,-0.119,-0.1511,32.01,0.621939,27.2,73.563,0,4,-1.122808218,1.9499495,0.1464
7xbf_31,0,7xbf,0.010279951,-56.048612,174.24,23.871,-24.048,7.736,-0.1167,-18.17,0.78745,30.523,89.555,0,4,0.719772696,-0.05572927,0.088
7xbf_32,0,7xbf,0.008451335,-58.14131,-65.7632,5.386,-8.395,-0.222,-0.1399,-11.04,0.716127,23.267,38.073,0,4,-0.827198863,1.565521,0.3052
7xbf_33,0,7xbf,0.006229383,-31.21048,81.8499,42.778,-20.544,0.519,-0.2272,-12.93,0.718308,34.099,86.97,0,4,0.081844434,1.304172,0.274
7xbf_34,0,7xbf,0.010279951,-39.26471,8.59884,29.099,-8.148,-0.73,-0.0799,11.98,0.555115,17.884,78.274,0,4,-0.023883384,1.9105477,0.2085
7xbf_35,0,7xbf,0.005177194,-55.6632,91.3805,23.402,-7.982,1.948,0.0188,9.25,0.462685,22.17,65.2,0,4,-1.306074262,1.9563249,0.2011
7xbf_36,0,7xbf,0.009323158,-63.87927,187.87,37.285,-20.765,5.323,-0.1089,-3.32,0.790935,18.065,67.909,0,4,-0.70040977,1.8870382,0.2274
7xbf_37,0,7xbf,0.007538332,-40.9129,389.447,140.945,-1.092,-1.335,-0.0192,-28.86,0.514619,22.856,70.281,0,4,-0.96376878,1.3072057,0.1148
7xbf_38,0,7xbf,0.009018404,2.726140000000001,634.059,107.916,-11.167,0.687,0.015,4.7,0.503389,22.781,70.265,0,4,-1.187410235,1.9476368,0.0967
7xbf_39,0,7xbf,0.013498118,-55.74678,-125.744,16.373,-11.283,0.779,-0.1616,-23.3,1.056001,32.356,84.863,0,4,-0.093721047,1.6189041,0.1469
7xbf_40,0,7xbf,0.003731703,-61.3041,237.901,43.999,-13.499,-2.034,-0.0957,-11.1,0.518533,28.624,76.429,0,4,-0.945803165,1.5473086,0.1576
7xbf_41,0,7xbf,0.008657369,-2.69034,4.50636,24.586,-4.61,-1.018,-0.0512,23.08,0.473443,28.892,83.713,0,4,0.134494618,1.9582622,0.0987
7xbf_42,0,7xbf,0.010279951,-41.90138,62.3881,15.786,11.192,-4.467,0.0383,17.97,0.294601,22.023,49.248,0,4,-1.356077194,1.9340173,0.3478
7xbf_43,0,7xbf,0.010279951,-63.40622,-157.899,12.402,-15.807,1.894,-0.1032,-23.48,0.696786,25.517,81.031,0,4,-0.364974141,1.4779965,0.1117
7xbf_44,0,7xbf,0.006978251,-46.35508,-79.3879,5.125,-11.298,-3.104,-0.0448,-13.12,0.521471,35.085,80.283,0,4,-2.356791258,1.9535117,0.2274
7xbf_45,0,7xbf,0.00973017,-50.0677,75.3686,31.997,4.783,-2.189,0.0656,27.58,0.381502,24.743,83.944,0,4,-1.145778894,1.6640503,0.071
7xbf_46,0,7xbf,0.007599416,-68.97018,-101.171,-1.231,-15.356,-0.483,-0.1224,1,0.450747,17.866,45.392,0,4,-1.667304158,1.4969109,0.0756
7xbf_47,0,7xbf,0.007122052,-73.9952,-129.463,0.989,-21.385,-2.882,-0.0928,-19.75,0.681021,25.715,69.409,0,4,-0.962745368,1.785448,0.1259
7xbf_48,0,7xbf,0.010279951,-53.1577,287.706,46.694,4.477,-1.347,0.0215,49.15,0.773985,29.837,82.828,0,4,-0.561681569,1.9570093,0.0759
7xbf_49,0,7xbf,0.007234957,-40.85906,94.1047,30.95,-10.842,-3.321,-0.0009,7.68,0.351291,20.021,59.247,0,4,-0.888561249,1.7596287,0.2419
7xbf_50,0,7xbf,0.008211933,-50.48367,352.802,73.778,-7.067,0.309,0.0758,1.47,0.561953,15.738,43.054,0,4,-1.531577349,1.3383708,0.0698
7xbf_51,0,7xbf,0.00434112,-6.47928,56.4254,43.595,-7.477,0.722,-0.1887,11.94,0.890748,11.482,32.905,0,4,-1.234745383,1.7788782,0.1951
7xbf_52,0,7xbf,0.008980637,-29.31856,38.7782,17.093,5.722,-0.871,-0.116,21.89,0.56685,17.371,67.979,0,4,-0.467095375,1.9344468,0.279
7xbf_53,0,7xbf,0.010279951,-45.2145,-55.7857,5.129,-13.739,-2.098,0.1406,9.18,0.610836,30.037,64.692,0,4,-1.230799913,1.715596,0.184
7xbf_54,0,7xbf,0.008198085,-55.8869,-93.5753,2.21,-5.032,-4.435,-0.1588,1.91,0.679394,22.07,74.111,0,4,-0.689690292,1.9245704,0.2606
7xbf_55,0,7xbf,0.006636681,-70.28378,-127.841,9.71,-31.021,2.368,-0.106,-15.45,0.708182,27.468,105.415,0,4,0.654288232,1.7919405,0.2274
7xbf_56,0,7xbf,0.009229301,-42.98945,301.346,51.651,-23.572,-0.58,-0.0995,-24.97,0.771284,28.629,76.914,0,4,-0.8364591,0.84293675,0.2274
7xbf_57,0,7xbf,0.005084361,-69.2008,-93.7701,-0.912,-19.121,-1.167,-0.1573,-4.26,0.636789,22.252,45.363,0,4,-0.68977505,1.9008046,0.1105
7xbf_58,0,7xbf,0.00801666,-51.85376,-98.1087,8.558,-6.509,-4.701,-0.1587,9.02,0.723827,26.141,89.21,0,4,-0.288718879,1.0435923,0.1006
7xbf_59,0,7xbf,0.010279951,-54.30504,-97.0284,1.666,-9.795,-1.915,-0.0151,10.03,0.509824,29.983,77.958,0,4,-0.02934631,1.66406,0.5416
7xbf_60,0,7xbf,0.008302795,-61.9088,-63.9552,4.645,-5.27,1.658,-0.1759,-9.62,0.932821,24.016,70.692,0,4,-0.477097929,1.951878,0.1364
7xbf_61,0,7xbf,0.015690684,-59.60956,-43.1701,8.955,-14.404,-0.596,-0.0911,-4.89,0.451441,22.506,80.992,0,4,-0.266240001,1.6502576,0.0942
7xbf_62,0,7xbf,0.008895747,-63.80122,-30.9604,12.322,-7.952,-0.122,-0.0136,19.79,0.727885,22.376,66.668,0,4,-0.795476735,1.9561266,0.1077
7xbf_63,0,7xbf,0.013340819,-39.1925,-115.793,2.12,10.102,-1.745,-0.108,38.25,0.629614,25.992,77.494,0,4,-1.055150151,1.8986579,0.1196
7xbf_64,0,7xbf,0.003657291,-59.734578,-80.9837,3.703,-19.274,-1.136,0.0339,2.68,0.477127,20.787,32.353,0,4,-1.152228236,1.9026358,0.0872
7xbf_65,0,7xbf,0.006603776,-41.56397,-2.51392,3.052,-15.498,-0.985,0.0671,2.39,0.418561,23.403,49.696,0,4,-1.341332436,1.7830439,0.2274
7xbf_66,0,7xbf,0.010279951,-43.78931,-65.2406,25.218,-14.402,-2.738,-0.094,3.01,0.6411,21.708,76.875,0,4,-0.236915395,1.586749,0.173
7xbf_67,0,7xbf,0.00352789,-43.16786,19.8374,19.424,-1.939,0.942,-0.0973,15.44,0.627275,13.862,43.112,0,4,-0.733302534,1.9152621,0.2412
7xbf_68,0,7xbf,0.005004588,-77.12657,-33.9569,20.518,-26.295,1.233,-0.19,-1.56,0.997683,23.173,91.827,0,4,-0.121609308,1.2816272,0.3069
7xbf_69,0,7xbf,0.006882667,-23.79192,176.743,50.366,0.096,-2.011,-0.0984,-2.33,0.469632,19.894,66.445,0,4,-0.204485387,1.951427,0.0753
7xbf_70,0,7xbf,0.007536213,-49.90466,-80.4359,-0.941,-36.137,-0.627,-0.0659,3.69,0.692272,37.875,99.984,0,4,-0.764662266,1.8929355,0.3357
7xbf_71,0,7xbf,0.006102287,-47.53786,-32.431,7.778,-15.441,-2.599,-0.0626,-0.45,0.575985,23.888,73.903,0,4,-0.818370938,1.9478209,0.1184
7xbf_72,0,7xbf,0.007997503,-43.834522,-55.8153,-0.489,-19.589,-1.812,-0.0433,1.66,0.460474,19.791,48.239,0,4,-1.59087801,1.9608802,0.2359
7xbf_73,0,7xbf,0.005344876,-72.24781,-91.6793,3.42,-18.027,-0.74,0.0526,8.62,0.511411,23.969,69.316,0,4,-2.378839016,0.8227627,0.1168
7xbf_74,0,7xbf,0.010279951,-45.46672,249.188,72.92,-7.053,-2.232,-0.0628,21.96,0.650609,21.894,65.599,0,4,-1.323070526,1.9111828,0.2362
7xbf_75,0,7xbf,0.007995058,-48.69539,8.87668,12.554,-14.345,-2.141,-0.1534,12.29,0.294467,25.93,78.628,0,4,-0.460405022,1.9558866,0.2469
7xbf_76,0,7xbf,0.009453976,-35.85124,-34.4775,3.857,-5.987,-2.512,-0.0228,10.52,0.532519,23.446,53.93,0,4,-0.701069355,1.9447706,0.2586
7xbf_77,0,7xbf,0.009963105,-43.2837,-46.1211,-1.199,-0.027,-4.836,0.01,20.03,0.027201,21.11,72.539,0,4,-0.942339659,1.9478639,0.246
7xbf_78,0,7xbf,0.006795422,-51.35297,-33.6232,-2.364,-11.856,-2.25,0.0146,-4.67,0.609925,27.64,79.014,0,4,0.221096858,1.9417791,0.1096
7xbf_79,0,7xbf,0.023905132,-46.498358,-133.38,9.632,-23.998,5.379,-0.1381,-25.77,1.008986,28.499,99.611,0,4,1.152168751,0.015952468,0.0798
7xbf_80,0,7xbf,0.007336811,-53.8654,-28.3623,8.98,-13.178,-0.468,-0.0784,20.85,0.7272,17.529,72.432,0,4,-0.815698981,1.8899674,0.2274
7xbf_81,0,7xbf,0.010279951,-34.94596,251.723,37.055,-3.151,-0.834,-0.1046,5.28,0.642648,19.899,69.481,0,4,-1.497331023,1.8132167,0.2188
7xbf_82,0,7xbf,0.007298514,-27.66518,70.0347,15.498,-18.816,-1.805,-0.1063,-11.51,0.754043,25.557,72.56,0,4,-0.849926114,1.7953194,0.203
7xbf_83,0,7xbf,0.010279951,-53.2029,-124.027,3.758,4.224,-2.361,-0.0833,30.53,0.524144,23.399,72.837,0,4,-0.983827293,1.9213618,0.1041
7xbf_84,0,7xbf,0.007860451,-37.82618,-74.6101,10.219,-16.142,5.422,-0.178,3.09,0.763459,16.062,50.583,0,4,-0.887021661,1.6155585,0.2274
7xbf_85,0,7xbf,0.008718209,-64.708859,-105.613,1.699,-14.631,6.296,-0.1093,4.79,0.776444,24.025,84.809,0,4,-0.061135091,1.8893383,0.2274
7xbf_86,0,7xbf,0.012795756,-34.12874,-79.7367,11.163,-1.852,0.365,-0.0102,16.66,0.649976,24.056,67.404,0,4,0.031846426,1.9475176,0.0747
7xbf_87,0,7xbf,0.005404453,-64.32114496,-50.2984,32.169,-14.185,0.424,-0.0455,2.28,0.993899,27.582,76.86,0,4,-0.833719015,1.8618034,0.2274
7xbf_88,0,7xbf,0.004316357,-68.1236,-18.2974,20.9,-3.811,-2.921,0.063,6.19,0.471686,29.015,90.488,0,4,-0.210558087,1.8291178,0.1004
7xbf_89,0,7xbf,0.00470214,-45.92498176,-26.829,4.771,-13.81,-2.055,-0.099,18.34,0.401528,38.983,90.291,0,4,-1.834983706,1.9563061,0.1166
7xbf_90,0,7xbf,0.006900042,-18.88415,253.633,57.414,-11.575,2.894,0.0994,-4.8,0.379252,10.136,58.063,0.018519,4,-0.050460204,1.9557222,0.2274
7xbf_91,0,7xbf,0.020304866,-57.00431,-73.1596,0.418,-16.384,-0.386,-0.1662,-8.49,0.550889,27.388,91.097,0,4,0.341883481,1.2936108,0.095
7xbf_92,0,7xbf,0.005705299,-49.98306,-68.1653,19.626,-3.605,-5.008,-0.0803,28.81,0.459313,27.495,68.028,0,4,-0.948964238,1.9269335,0.1432
7xbf_93,0,7xbf,0.009658569,-40.44083,-54.6863,12.58,-13.285,-2.34,-0.0614,-11.76,0.410542,24.517,54.151,0,4,-2.62709403,1.8308897,0.261
7xbf_94,0,7xbf,0.006056033,-72.6561,203.75,39.128,-26.264,-3.293,-0.0767,-26.88,0.662853,22.028,75.382,0,4,-0.853617132,0.3962952,0.2409
7xbf_95,0,7xbf,0.004848191,-53.67828,-60.983,-0.995,-18.559,-0.57,-0.0662,10.78,0.460828,28.153,73.861,0,4,-2.325282335,1.9519086,0.1402
7xbf_96,0,7xbf,0.008798149,-18.56344,6.94649,6.137,-9.094,-2.791,-0.0558,16.12,0.481938,35.864,81.042,0,4,-0.963153422,1.8919828,0.1945
7xbf_97,0,7xbf,0.010279951,-42.04249,-102.31,-1.863,-0.177,-2.234,-0.0156,23.28,0.281263,28.015,81.329,0,4,-0.67244184,1.9273354,0.1182
7xbf_98,0,7xbf,0.010279951,-27.9479,-57.3095,1.529,-1.782,-2.411,-0.1279,21.63,0.446781,17.718,76.368,0,4,-0.531795919,1.9441917,0.2346
7xbf_99,0,7xbf,0.010142451,-48.26209,326.994,89.664,-20.413,0.549,-0.076,-13.89,1.094154,27.895,73.527,0,4,-0.468107074,0.7904236,0.1807
7xbf_100,0,7xbf,0.01022731,-32.007058,30.8212,5.596,15.273,-3.584,-0.0985,38.84,0.332805,23.75,69.705,0,4,-0.636128426,1.7462778,0.1536
7xyq_1,0,7xyq,0.010279951,-64.8641,-102.078,4.858,4.23,-7.038,-0.0619,11.56,0.517319,19.334,54.433,0,4,-0.284237683,1.9184712,0.1219
7xyq_2,1,7xyq,0.008295093,-88.60054,-164.103,-2.671,-25.618,1.613,-0.3574,-40.74,1.39039,0.352,1.404,0.948276,1,2.904445648,-0.3324741,0.2522
7xyq_3,0,7xyq,0.01027231,-50.83486,1.34139,-1.719,-3.582,-8.231,-0.027,1.2,0.25451,16.651,54.091,0,4,-1.046369314,1.8842987,0.1559
7xyq_4,0,7xyq,0.009972182,-43.01566,-15.569,-0.549,0.286,-5.731,0.0467,9.42,0.471398,18.5,56.256,0,4,-0.493230969,1.9491756,0.2274
7xyq_5,0,7xyq,0.014245356,-38.4857,-12.6897,4.303,16.69,-3.623,0.0772,19.47,0.489306,15.039,55.128,0,4,-0.921348155,1.9318107,0.2274
7xyq_6,0,7xyq,0.010279951,-34.3228,-32.8405,6.18,1.143,-5.998,0.1233,27.75,0.333031,19.494,54.469,0,4,-0.486447334,1.9381897,0.2273
7xyq_7,0,7xyq,0.008702961,-54.37209,-42.1492,7.092,-0.108,-4.711,0.0076,19.5,0.52448,11.836,20.77,0.103448,4,-0.855903149,1.8898331,0.0681
7xyq_8,0,7xyq,0.010279951,-52.277463,-118.115,-1.032,-8.75,-0.937,-0.0629,-0.82,0.641518,13.432,21.821,0,4,-1.523379087,1.4749329,0.1846
7xyq_9,0,7xyq,0.010279951,-55.0469,21.8001,26.363,-12.563,0.833,0.0053,13.18,0.610867,13.272,21.186,0,4,-1.041165709,1.7920823,0.1069
7xyq_10,0,7xyq,0.010279951,-17.8748,88.7129,28.257,20.679,-7.527,0.1615,3.79,0.286,14.863,52.752,0,4,-0.964378417,1.9149319,0.1099
7xyq_11,0,7xyq,0.007440552,-31.38996,19.8808,15.71,18.341,-2.713,-0.0464,32.29,0.220286,12.072,33.69,0,4,-0.763667166,1.9519545,0.0913
7xyq_12,0,7xyq,0.010279951,-46.2871,232.854,16.653,4.58,-5.836,0.0637,-1.8,0.386828,23.532,65.368,0,4,-0.543615401,1.5134108,0.1221
7xyq_13,0,7xyq,0.023504719,-63.6582,556.18,75.606,-3.695,-6.813,-0.0296,-21.62,0.37913,21.992,60.992,0,4,-0.043546371,1.925264,0.1011
7xyq_14,0,7xyq,0.010279951,-44.0541,269.051,43.85,1.533,-3.528,-0.0486,2.19,0.208981,17.526,48.023,0,4,-0.599563718,1.9348938,0.1628
7xyq_15,0,7xyq,0.004109879,-48.4937,99.0147,24.544,-5.75,-2.745,-0.176,9.37,0.70401,9.847,29.675,0,4,-1.062853575,1.5343797,0.223
7xyq_16,0,7xyq,0.010279951,-53.52034,-20.106,2.348,3.714,-3.85,-0.0255,21.99,0.452183,19.945,58.319,0,4,-0.361640096,1.9000083,0.1244
7xyq_17,0,7xyq,0.010279951,-52.01667,-111.153,-1.768,-5.824,0.852,-0.0766,14.84,0.598631,11.61,20.161,0,4,-1.302197695,1.9354494,0.245
7xyq_18,0,7xyq,0.010279951,-46.08178,32.8079,-1.808,3.883,-6.852,0.0255,-16.79,0.262724,19.087,51.329,0,4,-0.497081727,1.6708344,0.1439
7xyq_19,0,7xyq,0.010279951,-30.8531,-39.8708,-0.177,14.496,-3.487,-0.0873,24.9,0.352661,17.038,41.376,0,4,-1.335226893,1.6199993,0.2274
7xyq_20,0,7xyq,0.008305861,-62.9497,653.128,41.412,-3.314,-6.153,0.0143,-13.58,0.391966,15.382,55.964,0,4,-0.984341681,1.6792579,0.1596
7xyq_21,0,7xyq,0.010279951,-28.0274,80.5641,24.782,29.506,-5.175,-0.0641,31.12,0.322448,18.593,49.04,0,4,-0.445203424,1.9160748,0.2718
7xyq_22,0,7xyq,0.010279951,-45.4204,173.85,15.769,7.046,-5.906,0.0717,18.49,0.218484,17.723,41.057,0,4,-0.731584191,1.9081988,0.1109
7xyq_23,0,7xyq,0.00819239,-54.15188,-71.7201,-1.305,-5.976,-7.897,-0.059,-7.36,0.350826,17.14,56.011,0,4,-0.930746317,1.4619688,0.1403
7xyq_24,0,7xyq,0.024396356,-62.408248,183.94,17.142,-5.172,-5.063,0.0154,-9.63,0.642351,20.448,62.086,0,4,-0.377817124,1.914645,0.0955
7xyq_25,0,7xyq,0.009037404,-40.95825,15.5927,1.314,-13.122,-4.562,-0.1432,-16.41,0.516203,14.421,57.987,0,4,-1.006150961,0.18305242,0.6815
7xyq_26,0,7xyq,0.010401064,-39.269983,49.8026,1.505,-9.925,-3.873,-0.0698,-1.86,0.273082,18.621,58.203,0,4,-1.192023277,1.884191,0.1851
7xyq_27,0,7xyq,0.004657098,-54.71831,123.265,9.213,-9.629,-6.782,-0.1762,-11.3,0.273823,18.445,56.282,0,4,-0.936979949,1.6668946,0.2242
7xyq_28,0,7xyq,0.010279951,-27.098598,85.8771,11.554,-9.072,-2.938,-0.054,-1.37,0.638892,12.637,55.931,0,4,-1.407870531,1.4655812,0.2598
7xyq_29,0,7xyq,0.002856965,-32.6888,-16.5536,3.469,12.897,-2.428,-0.0951,-8.28,0.368232,28.586,75.948,0,4,-0.369183034,1.5321761,0.2274
7xyq_30,0,7xyq,0.007146972,-7.5221,103.969,24.716,-6.355,-2.777,-0.0602,-23.34,0.662362,11.815,45.697,0,4,-0.297272921,0.6728474,0.1235
7xyq_31,0,7xyq,0.010279951,-36.36835,-33.6782,-1.178,-11.167,-3.219,-0.03,-10.42,0.40409,28.516,73.072,0,4,0.25131622,1.4557365,0.2851
7xyq_32,0,7xyq,0.010279951,-57.61725,-69.7985,8.624,-11.931,-4.2,-0.0102,5.49,0.660396,12.501,21.615,0,4,-1.02447772,1.8429321,0.2668
7xyq_33,0,7xyq,0.009302912,-55.9846,-19.843,2.072,-1.541,-4.406,-0.0018,-0.32,0.430709,13.502,21.903,0,4,-1.408424377,1.8207707,0.0683
7xyq_34,0,7xyq,0.0100023,-14.917142,-22.6899,0.35,26.217,-5.593,0.0313,29.16,0.593979,18.98,52.775,0,4,-0.597784936,1.9474198,0.2274
7xyq_35,0,7xyq,0.003320069,-31.4491,-39.4698,10.324,-6.203,-5.576,-0.0436,-9.3,0.422065,12.01,50.025,0,4,-0.978353322,1.5592834,0.1457
7xyq_36,0,7xyq,0.037925139,-46.77482,117.124,12.313,1.022,-5.318,0.0691,-13.06,0.248283,16.641,60.388,0,4,-0.355772287,1.898986,0.2194
7xyq_37,0,7xyq,0.010279951,-40.6527,-26.2493,4.554,3.065,-5.525,-0.1077,7.64,0.309672,17.855,49.129,0,4,-0.552349329,1.9190035,0.2543
7xyq_38,0,7xyq,0.011278329,-71.45645,-69.7645,8.376,-1.103,-4.537,-0.1529,-3.57,0.675026,21.363,59.604,0,4,-0.42598173,1.9330584,0.077
7xyq_39,0,7xyq,0.0092475,-47.49955,1.15013,-0.218,-2.131,-7.161,-0.0153,12.33,0.595148,15.985,57.135,0,4,-1.159801006,1.9408339,0.1757
7xyq_40,0,7xyq,0.010279951,-36.8535,295.068,56.626,-2.731,-3.632,-0.0601,-3.13,0.284697,13.675,54.698,0,4,-1.749738693,1.6564806,0.1579
