PDB,Input,PID,label,HADDOCK,ZRANK2,ROSETTADOCK,PYDOCK_TOT,SIPPER,AP_PISA,FIREDOCK,CP_PIE,GNN-DOVE,DeepRank-GNN,dMaSIF,PIsToN
2btf_25,r-l_25,2btf,0,36.14868,1822.13,583.115,7.125,-12.063,0.2306,-69.32,0.609647,0.2411,0.003173333,-1.033100367,1.523546338
2btf_26,r-l_26,2btf,0,215.98462,3536.43,649.218,21.113,-7.795,0.4403,-40.73,0.325493,0.2406,0.008125543,-0.958101153,1.7469701766967771
2btf_26985,r-l_26985,2btf,1,-40.2414,2090.7,373.456,-35.724,5.726,-0.1313,-73.77,1.330212,0.2509,0.009732038,0.766782105,-0.165475845
2btf_27,r-l_27,2btf,0,27.6137,887.765,313.757,1.909,-10.073,0.064,-62.49,0.370101,0.2398,0.008559765,-1.466446161,1.934524774551392
2btf_28,r-l_28,2btf,0,-28.48209,243.334,142.661,0.855,-7.143,0.0851,-31.52,0.906094,0.24,0.010279951,-0.390295863,1.4215949773788452
2btf_29,r-l_29,2btf,0,-8.95062,992.876,301.479,23.204,-2.81,0.0698,3.42,0.803636,0.2394,0.001071499,-0.216471478,0.4124881029129028
2btf_3,r-l_3,2btf,0,13.102239999999998,793.239,317.712,-0.467,-1.103,-0.0692,-56.76,1.076773,0.2397,0.005021389,0.131676301,-1.783728957
2btf_30,r-l_30,2btf,0,-78.4319,1105.76,190.815,13.472,-9.595,0.3775,-60.86,0.729954,0.2398,0.014942047,-1.069644213,0.942902684
2btf_31,r-l_31,2btf,0,-50.7836,1562.83,287.85,0.881,-13.85,0.0862,-66.84,0.335941,0.24,0.005924738,-1.138214469,0.097714186
2btf_32,r-l_32,2btf,0,101.8298,1358.1,373.349,22.854,-3.971,0.4195,-13.74,0.035599,0.2396,0.003772657,-0.716792405,1.927451610565185
2btf_33,r-l_33,2btf,0,74.84379999999999,1529.5,492.183,-1.034,-5.071,0.2923,-65.44,0.972048,0.2416,0.010279951,-0.382363111,-0.045154572
2btf_34,r-l_34,2btf,0,21.59919,1219.03,447.73,0.56,-9.999,0.0227,-69.2,0.370395,0.2392,0.015306581,-0.439004749,1.1239856481552124
2btf_35,r-l_35,2btf,0,47.0495,2402.56,640.72,19.463,-7.026,0.1473,-8.59,0.476138,0.2422,8.3813e-05,-0.534760952,1.898975133895874
2btf_36,r-l_36,2btf,0,160.28055999999998,1284.89,310.715,20.559,-9.127,0.5417,-76.26,0.433072,0.2407,0.009748108,-1.230040789,0.5076099634170532
2btf_36395,r-l_36395,2btf,1,158.50318,3323.51,550.035,-23.536,6.503,0.1213,-97.54,1.249889,0.2393,0.009865431,0.627960384,-0.104169965
2btf_37,r-l_37,2btf,0,0.2887400000000006,766.278,315.2,25.722,-11.972,0.1058,-53.26,0.783235,0.2405,0.010279951,-0.502168417,0.4032323360443115
2btf_38,r-l_38,2btf,0,-10.62713,980.541,238.397,25.88,-10.959,0.079,-51.05,0.306553,0.2394,0.008615976,-1.18318069,1.9297932386398315
2btf_39,r-l_39,2btf,0,154.53877100000005,1986.33,697.313,6.428,-5.727,0.1809,-84.84,0.217268,0.2404,0.007665902,-0.471585542,0.1000884771347045
2btf_4,r-l_4,2btf,0,9.54065,956.238,301.278,-11.919,-13.351,0.2011,-66.05,0.337041,0.2501,0.00542602,-1.720868468,0.9890092611312866
2btf_40,r-l_40,2btf,0,-35.3348,618.969,216.641,5.815,-5.268,0.1844,-41.83,0.197454,0.2388,0.000106086,-0.527044117,1.8592703342437744
2btf_41,r-l_41,2btf,0,26.7974,1103.13,335.406,-6.488,-4.547,0.1106,-16.21,0.482647,0.2401,0.002656984,-0.667932153,1.893675684928894
2btf_42,r-l_42,2btf,0,189.463,1541.62,477.903,6.265,-3.767,-0.083,-42.03,1.091853,0.2397,0.005120816,0.43077147,0.004138231
2btf_42080,r-l_42080,2btf,1,-54.5905,1800.69,247.864,-33.071,6.417,-0.1369,-38.35,1.247887,0.4118,0.008512031,0.840997398,0.5031540393829346
2btf_43,r-l_43,2btf,0,166.52460000000002,1385.91,391.322,8.347,-12.471,0.1783,-75.15,0.530357,0.2399,0.00491075,-1.143902421,1.9195661544799805
2btf_44,r-l_44,2btf,0,69.99284,1202.97,384.086,22.439,-6.463,0.0763,-13.65,-0.304016,0.2397,0.002395321,-1.209335089,0.9567409157752992
2btf_45,r-l_45,2btf,0,114.7309,1974.61,422.954,23.109,-12.736,0.1418,-31.86,-0.146386,0.24,0.006818111,-1.083661795,1.9141451120376587
2btf_46,r-l_46,2btf,0,-12.80567,1054.71,347.556,12.273,-9.646,0.0212,-63.27,0.578931,0.24,0.007962694,-1.222761035,1.8747726678848269
2btf_47,r-l_47,2btf,0,-20.9029,1829.3,584.683,7.461,-7.647,0.3436,-63.39,0.817272,0.2417,0.011205379,-0.377758503,-0.923042476
2btf_48,r-l_48,2btf,0,64.45159,713.988,340.443,5.263,-3.473,-0.1936,-54.77,0.531544,0.5593,0.002584229,-0.354162306,0.035630226
2btf_49,r-l_49,2btf,0,-60.4658,605.4,236.679,-0.948,-7.407,0.174,-55.69,0.938123,0.2395,0.005596756,-0.862288594,1.166608810424805
2btf_5,r-l_5,2btf,0,-38.8498,508.644,282.415,7.112,-2.678,-0.1248,-62.66,0.832697,0.2403,0.009753488,-0.659035981,1.8836034536361688
2btf_50,r-l_50,2btf,0,221.5619,2236.69,476.416,2.977,-4.332,0.3295,-76.16,0.210355,0.2412,0.010279951,-0.810975313,1.8356999158859253
2btf_50033,r-l_50033,2btf,1,-91.3226,216.661,24.754,-30.213,5.422,-0.182,-31.24,0.985775,0.9369,0.006521448,0.889405608,0.6859012842178345
2btf_51,r-l_51,2btf,0,33.11474,1298.89,373.133,19.935,-13.397,0.3198,-25.99,0.203495,0.2413,0.010279951,-1.076191664,1.906362533569336
2btf_52,r-l_52,2btf,0,43.96011,934.05,438.09,-0.741,-8.629,-0.0717,-65.37,0.355986,0.2393,0.003434001,-1.066012859,0.6866682171821594
2btf_53,r-l_53,2btf,0,100.1479,1929.52,561.298,9.46,-11.953,0.2651,-62.77,0.221162,0.2416,0.006408904,-1.207416892,1.9493188858032229
2btf_54,r-l_54,2btf,0,-28.7266,360.544,295.993,11.587,-3.848,-0.1712,-47.06,0.797318,0.2396,0.007958068,-0.491563112,1.806105613708496
2btf_55,r-l_55,2btf,0,-46.0678,1447.68,327.808,1.139,-15.308,0.0773,-68.69,0.36508,0.2398,0.005235806,-1.096084476,1.8648757934570312
2btf_55847,r-l_55847,2btf,1,-74.22252,1996.88,331.431,-29.593,3.807,-0.1848,-47.67,1.228446,0.2453,0.008692799,0.597316206,0.1983693838119506
2btf_56,r-l_56,2btf,0,-20.73018,1190.12,336.617,7.584,-12.77,0.0485,-34.43,0.331203,0.2409,0.005841844,-1.219866395,1.9447503089904783
2btf_56631,r-l_56631,2btf,1,-10.9776,2164.76,426.076,-25.333,6.134,-0.1534,-45.03,1.304455,0.3925,0.009967858,0.782849789,-0.25201118
2btf_57,r-l_57,2btf,0,-56.246,105.87,75.453,10.774,-6.437,0.1345,-34.87,0.418986,0.3767,0.010279951,-1.118772149,1.8975715637207031
2btf_58,r-l_58,2btf,0,3165724.899,1229.99,495.288,-0.143,-7.19,-0.012,-68.53,0.394071,0.2399,0.008907119,-0.809158027,0.7089474201202393
2btf_59,r-l_59,2btf,0,39.8624,2456.63,632.76,24.294,-11.073,0.1086,-68.07,0.321527,0.2419,0.015313607,-0.756481528,0.5298447608947754
2btf_6,r-l_6,2btf,0,54.096500000000006,895.582,313.312,15.807,-4.03,-0.0388,-62.69,0.922384,0.2408,0.020106768,-0.487073272,1.702644109725952
2btf_60,r-l_60,2btf,0,-1.44014,288.71,130.505,-3.157,-3.615,-0.1317,-17.48,0.847511,0.2389,0.004229112,0.029628221,1.1629853248596191
2btf_61,r-l_61,2btf,0,49.63378,2253.03,435.539,10.313,-3.552,0.2298,-26.43,0.502385,0.2408,0.010279951,-0.564537466,1.6378792524337769
2btf_62,r-l_62,2btf,0,220.20094,1027.73,415.815,14.846,-10.41,-0.0464,-34.87,0.113117,0.2394,0.00242778,-0.995550334,1.5459150075912476
2btf_63,r-l_63,2btf,0,2.847242,987.903,278.793,5.832,-14.248,-0.1174,-56.84,0.547915,0.2395,0.004123532,-1.232800603,1.786629081
2btf_64,r-l_64,2btf,0,104.1095,2913.08,605.548,-3.81,2.253,0.0647,-121.67,0.961583,0.2405,0.009853409,-0.486957163,-0.552373528
2btf_65,r-l_65,2btf,0,141.74769,1283.18,456.52,31.529,-4.048,0.2794,-16.81,0.512322,0.2394,0.007164028,-0.420132399,1.6406400203704834
2btf_66,r-l_66,2btf,0,9.477050000000002,600.027,140.431,20.481,-5.184,0.0616,10.92,0.792828,0.239,0.003939916,-0.114801608,1.1323686838150024
2btf_67,r-l_67,2btf,0,-9.741,1490.03,501.205,11.32,-0.852,-0.0509,-60.58,0.897027,0.2402,0.006213387,0.119084381,1.0574443340301514
2btf_68,r-l_68,2btf,0,35.404259999999994,1413.34,412.333,23.589,-13.906,0.116,-67.02,0.271397,0.2407,0.010279951,-1.439574838,1.815973401069641
2btf_69,r-l_69,2btf,0,-85.9908,294.632,83.831,-0.092,-11.816,-0.0135,-44.29,0.414318,0.3271,0.005422781,-1.110965729,1.8232980966567995
2btf_7,r-l_7,2btf,0,-16.2413,270.086,178.266,10.483,-4.524,0.0102,-52.51,1.023798,0.2398,0.005157127,-0.569539249,1.4206759929656982
2btf_70,r-l_70,2btf,0,113.16754,902.988,301.341,35.952,-6.932,0.596,-6.38,0.019831,0.24,0.00602615,-1.012707114,1.944302320480347
2btf_70261,r-l_70261,2btf,1,-68.2844,1252.43,273.919,-26.753,2.745,-0.1857,-25.1,1.299429,0.28,0.008762545,0.577897727,1.0767157077789309
2btf_71,r-l_71,2btf,0,8.542799999999994,1921.81,528.286,1.258,-2.278,0.1797,-81.78,1.348255,0.2414,0.006527287,0.381565928,1.867790460586548
2btf_72,r-l_72,2btf,0,37.70194000000001,1309.87,458.049,15.482,-15.968,0.1528,-45.64,0.404257,0.2413,0.006288256,-1.158029199,1.9495466947555544
2btf_73,r-l_73,2btf,0,53.99149,2688.9,299.157,12.2,-8.016,0.2792,-41.12,0.499374,0.2395,0.006896323,-0.839830756,0.517528772
2btf_74,r-l_74,2btf,0,242.1712,2157.69,607.431,6.145,-11.004,0.3417,-76.87,-0.122544,0.2406,0.009927112,-1.111401081,1.6761503219604492
2btf_75,r-l_75,2btf,0,-44.73818,454.899,200.193,15.071,-4.262,0.1801,-51.52,0.576783,0.2991,0.003049048,0.237598792,0.021490097
2btf_76,r-l_76,2btf,0,69.50656000000001,768.574,307.578,-15.004,-5.271,0.0174,-46.51,0.669598,0.2389,0.00793476,-1.261277795,0.9103675484657288
2btf_77,r-l_77,2btf,0,75.834554,829.708,201.113,-1.866,-4.42,0.1932,-65.03,0.861523,0.8041,0.007250139,-0.381740183,0.054910898
2btf_78,r-l_78,2btf,0,-29.0701,1141.16,296.132,-0.751,-6.446,-0.0069,-20.32,0.747366,0.24,0.010279951,-0.261315793,1.784452199935913
2btf_79,r-l_79,2btf,0,20.06254,626.019,223.364,14.338,-0.887,0.0472,-24.9,0.323574,0.5019,0.005073434,-1.090193629,1.6272578239440918
2btf_8,r-l_8,2btf,0,-15.93876,2716.23,361.388,17.398,-8.62,0.2024,-38.51,0.441192,0.2398,0.008186527,-0.865434885,0.1027138233184814
2btf_80,r-l_80,2btf,0,84.24197000000001,1248.35,308.864,13.286,-3.952,0.0788,-26.73,0.304368,0.2392,0.005848491,-1.086340092,0.8876966834068298
2btf_81,r-l_81,2btf,0,-34.37939,741.388,268.263,-0.045,-1.335,-0.0786,-39.84,0.896801,0.2398,0.005823236,0.042593908,1.0436261892318726
2btf_82,r-l_82,2btf,0,-33.19488,223.981,102.121,13.217,-2.438,0.1113,1.24,0.558865,0.8948,0.005037358,0.124721438,1.5242815017700195
2btf_83,r-l_83,2btf,0,108.34012,946.031,427.976,2.626,-6.243,-0.0804,-41.38,0.881418,0.2402,0.008791443,-0.353051364,1.631195306777954
2btf_84,r-l_84,2btf,0,-50.9165,584.205,178.19,1.592,-6.421,0.1761,-22.59,0.164274,0.2672,0.012588563,-0.287829846,1.9283101558685305
2btf_85,r-l_85,2btf,0,200.39477,1652.3,503.184,17.572,-16.336,-0.1155,-57.16,0.33327,0.2402,0.003755318,-1.271195054,1.0578889846801758
2btf_86,r-l_86,2btf,0,5015267.577,1479.28,432.836,25.971,-7.49,0.1222,-17.21,1.068812,0.4078,0.005927732,-0.305183768,1.581057906150818
2btf_87,r-l_87,2btf,0,-34.248304,1168.71,323.277,22.214,-7.077,0.2444,-58.49,0.323446,0.2397,0.008902659,-1.092108369,1.739992380142212
2btf_88,r-l_88,2btf,0,274.21916,1910.51,569.207,15.102,-4.453,0.0818,-51.38,0.507437,0.2406,0.002615002,-1.091964006,0.8417409062385559
2btf_89,r-l_89,2btf,0,60.92156000000001,1294.08,369.179,9.772,-11.984,0.2003,-30.88,0.298588,0.4978,0.008028813,-1.661174417,1.9202122688293457
2btf_9,r-l_9,2btf,0,-30.35096,513.989,195.178,4.388,-5.437,0.0234,-47.83,0.962077,0.2396,0.004678521,-0.917089164,1.7981281280517578
2btf_90,r-l_90,2btf,0,-70.8786,2090.8,498.288,2.06,-14.105,0.1154,-75.08,-0.039258,0.2403,0.007096314,-1.277513027,1.3039531707763672
2btf_91,r-l_91,2btf,0,301.28182,3823.17,1065.308,32.564,-13.72,0.3581,-82.96,0.021425,0.2423,0.00901773,-1.605551481,1.7048983573913574
2btf_92,r-l_92,2btf,0,43.0388,1938.96,478.109,14.088,-8.501,0.3132,-39.49,0.314442,0.2398,0.00423607,-0.797144711,1.941627621650696
2btf_93,r-l_93,2btf,0,95.7133,1666.47,448.383,21.051,-5.104,0.3106,-29.06,0.321201,0.2406,0.004907366,-0.457586795,1.935516357421875
2btf_94,r-l_94,2btf,0,47.09323,1192.37,293.426,15.849,-11.985,0.4672,-15.93,0.042878,0.2409,0.010279951,-0.991724253,1.914354563
2btf_95,r-l_95,2btf,0,46.7397,622.938,263.626,13.155,-3.239,0.1364,-20.37,0.760023,0.7993,0.005900999,-0.404891402,0.9661365151405334
2btf_96,r-l_96,2btf,0,116.65361,1378.89,566.214,23.238,-10.733,-0.0013,-46.97,0.130088,0.2401,0.003846232,-0.981113493,1.1362768411636353
2btf_97,r-l_97,2btf,0,-17.5112,2240.33,186.056,22.51,-3.927,-0.0627,-19.66,0.368485,0.672,0.005991031,-0.190155923,1.925295114517212
2btf_97864,r-l_97864,2btf,1,-28.4701,2202.21,421.469,-23.687,4.055,-0.1369,-51.65,1.334971,0.2708,0.010279951,0.74668926,0.5868666172027588
2btf_98,r-l_98,2btf,0,32.8279,1744.21,344.283,15.324,-3.738,0.1282,-36.83,0.227286,0.3086,0.012392325,-0.462774158,0.4268463850021362
2btf_99,r-l_99,2btf,0,-2.4686,1230.19,240.958,13.873,-13.637,0.1979,-24.79,-0.135732,0.2405,0.010279951,-0.98926127,1.9285058975219729
2btf_99702,r-l_99702,2btf,1,-21.6654,647.982,144.867,-21.982,3.029,-0.0536,-10.83,1.075077,0.8042,0.006521157,0.794719219,1.7748959064483645
2ckh_1,r-l_1,2ckh,0,10.72794,759.841,272.326,-15.763,-2.236,-0.1061,-41.29,0.631299,0.2715,0.012430281,-1.342884898,0.7613662481307983
2ckh_10,r-l_10,2ckh,0,-42.9382,156.306,67.501,0.223,-6.64,0.1524,18.38,0.53837,0.3478,0.010279951,-0.776260674,1.8467644453048704
2ckh_100,r-l_100,2ckh,0,7.92746,594.996,173.632,-17.076,-2.592,0.1222,-4.14,0.721908,0.8858,0.003513688,-0.748976886,1.913680315
2ckh_101,r-l_101,2ckh,1,-24.83471,106.948,106.975,16.985,-1.945,0.0649,-13.77,0.375021,0.8645,0.008975491,-0.113059923,1.8287670612335205
2ckh_11,r-l_11,2ckh,0,110.71877999999998,790.177,258.135,7.685,2.202,0.0181,-52.82,0.548626,0.7924,0.021044355,-0.866065979,1.8000891208648682
2ckh_12,r-l_12,2ckh,0,27.8131,1693.9,441.817,5.89,2.18,-0.0754,-53.57,0.797321,0.3367,0.012778885,-1.720391989,-0.178484917
2ckh_13,r-l_13,2ckh,0,-42.299,251.808,126.059,-3.355,-2.682,0.2364,-2.1,0.677173,0.453,0.010279951,-0.97596395,1.8940396308898928
2ckh_14,r-l_14,2ckh,0,-65.20032,88.8601,71.845,-8.121,-7.282,-0.0957,-23.24,0.616437,0.9886,0.007601303,-0.809238255,1.0700241327285769
2ckh_15,r-l_15,2ckh,0,-40.80782,295.197,96.305,40.47,-9.359,0.305,12.75,0.392729,0.7239,0.013624623,-1.353313923,1.9271525144577024
2ckh_16,r-l_16,2ckh,0,12.01771,823.885,240.535,3.225,-4.138,0.039,16.1,0.278662,0.5811,0.004360782,-0.781961858,1.485964059829712
2ckh_17,r-l_17,2ckh,0,62.08272,1741.5,501.268,54.696,-8.785,0.5964,-26.19,0.130261,0.2399,0.020198427,-1.22982347,1.7092450857162476
2ckh_18,r-l_18,2ckh,0,-23.93586,383.386,96.876,-3.21,-6.115,0.0638,22.7,0.198422,0.8918,0.011712752,-0.813869655,1.7696068286895752
2ckh_19,r-l_19,2ckh,0,137.221,1182.64,323.284,45.093,-7.863,0.3986,-5.87,-0.104314,0.4937,0.006516715,-1.319985509,1.865480899810791
2ckh_2,r-l_2,2ckh,0,137.93698,1261.3,395.119,56.029,-0.94,0.404,-31.78,-0.106563,0.3429,0.010279951,-0.399509341,1.8747676610946653
2ckh_20,r-l_20,2ckh,0,-15.6947,202.907,99.644,-0.812,-5.656,0.1329,-16.56,0.597393,0.3185,0.010279951,-0.883694589,1.897470116615296
2ckh_21,r-l_21,2ckh,0,62.99524,1315.07,458.907,38.644,0.786,-0.0605,-8.39,0.439254,0.5521,0.028884023,-1.060708981,0.02245295
2ckh_22,r-l_22,2ckh,0,70.8101,1694.11,511.914,52.834,-6.116,0.0987,-20.78,0.124664,0.2395,0.013662398,-1.149243474,1.3429499864578247
2ckh_23,r-l_23,2ckh,0,58.146550000000005,1398.69,401.676,15.388,-4.403,0.0837,-41.54,0.324458,0.8635,0.010279951,-1.095976591,1.3927794694900513
2ckh_24,r-l_24,2ckh,0,185.94712,1424.56,471.004,54.387,-1.078,0.145,-27.78,-0.069901,0.2399,0.008982226,-0.202064887,1.897204160690308
2ckh_25,r-l_25,2ckh,0,8.278842000000001,33.7888,78.444,3.386,-2.465,-0.0135,5.61,0.468179,0.8622,0.009583696,-1.050826311,1.7759120464324951
2ckh_26,r-l_26,2ckh,0,-41.1637,455.372,114.48,-4.265,-3.886,0.2619,-10.11,0.707969,0.4068,0.010279951,-0.922102213,1.8259222507476809
2ckh_27,r-l_27,2ckh,0,183.57686,2223.45,660.106,56.364,-8.86,0.3953,-54.73,0.213008,0.2405,0.002445723,-0.843913019,1.6465044021606443
2ckh_28,r-l_28,2ckh,0,45.5680638,711.912,150.484,44.169,-8.198,-0.0603,5.37,0.069135,0.4922,0.011672781,-1.066138744,1.5376213788986206
2ckh_29,r-l_29,2ckh,0,102.718,1383.63,442.667,51.41,-8.118,0.5666,-38.96,0.250578,0.2397,0.008344803,-1.153260708,1.8090295791625977
2ckh_3,r-l_3,2ckh,0,154.6354,1775.12,548.338,54.269,-7.101,0.4778,-40.74,0.240505,0.2397,0.009715503,-1.128436565,1.354947209358215
2ckh_30,r-l_30,2ckh,0,64.28620000000001,985.02,340.875,21.104,-5.306,0.1012,-11.85,0.21182,0.3352,0.010279951,-1.552031159,1.3368769884109497
2ckh_31,r-l_31,2ckh,0,59.14096,890.238,279.98,33.864,-3.736,0.3776,-25.86,0.399388,0.533,0.008180763,-0.405003965,0.7338479161262512
2ckh_32,r-l_32,2ckh,0,261.7714,988.652,356.505,39.365,1.726,0.0069,3.04,0.282183,0.7758,0.003078134,0.059325449,1.7722079753875732
2ckh_33,r-l_33,2ckh,0,33.0814,378.131,101.989,44.649,-6.276,0.2618,13.34,0.303792,0.4923,0.007243894,-1.278250456,1.784627914428711
2ckh_34,r-l_34,2ckh,0,218.82534,2270.55,693.543,61.43,-9.782,0.4556,-54.11,0.112777,0.2405,0.005871951,-1.405606747,1.275169849395752
2ckh_35,r-l_35,2ckh,0,117.611954,1247.27,401.247,42.211,0.126,-0.1436,-2.02,0.25612,0.5609,0.004967279,-0.172441706,0.433397889
2ckh_36,r-l_36,2ckh,0,152.57118,1782.06,624.893,29.477,-0.621,0.2821,-52.68,0.604815,0.3146,0.008154579,-0.449034065,1.4383798837661743
2ckh_3610,r-l_3610,2ckh,1,3.8269189999999984,95.0492,139.047,-14.856,2.697,-0.0655,-7.3,0.855142,0.9969,0.061672598,0.304525763,1.416456699371338
2ckh_37,r-l_37,2ckh,0,151.43085000000002,1138.82,264.087,9.234,2.019,-0.1097,-49.54,0.637497,0.7129,0.010279951,-0.979100406,1.923420667648316
2ckh_38,r-l_38,2ckh,0,34.52894,781.879,235.782,4.167,-7.58,0.2934,-5.3,0.093355,0.9638,0.004076303,-1.025535583,1.7931349277496338
2ckh_39,r-l_39,2ckh,0,39.19473,831.269,204.377,13.244,-1.123,0.0895,-10.08,0.363996,0.8511,0.010279951,-0.673094869,0.3620165586471557
2ckh_4,r-l_4,2ckh,0,20.17874,984.108,297.676,47.182,-2.06,0.367,0.86,-0.048501,0.593,0.007069331,-0.206355125,1.913735032081604
2ckh_40,r-l_40,2ckh,0,104.03086,684.522,293.056,31.848,-1.301,0.2231,-23.59,0.476584,0.9425,0.026901711,-1.00498929,1.761827826499939
2ckh_41,r-l_41,2ckh,0,293.68854,3709.19,1182.42,42.116,4.57,0.7674,-59.57,0.503978,0.24,0.002964673,-0.793091476,0.1048310995101928
2ckh_42,r-l_42,2ckh,0,-50.8976,-37.1917,9.135,-0.856,-3.223,0.0066,12.31,0.736605,0.8693,0.010279951,-0.813280165,1.854940653
2ckh_43,r-l_43,2ckh,0,233.33686,2501.5,632.461,7.847,-7.109,0.4424,-24.54,0.143069,0.24,0.008350747,-1.004464507,1.745732307434082
2ckh_44,r-l_44,2ckh,0,-12.35362,197.76,67.893,50.325,-8.791,0.1643,38.86,0.280291,0.9665,0.015412354,-1.288132668,1.9158368110656736
2ckh_45,r-l_45,2ckh,0,3.16453,324.866,160.097,-15.77,0.902,-0.0249,-28.6,0.188915,0.8579,0.005832571,-1.123870015,1.5680043697357178
2ckh_46,r-l_46,2ckh,0,-29.71014,768.677,120.716,-3.19,-5.481,0.3252,-10.93,0.58636,0.4409,0.010279951,-1.103083134,1.8586061000823968
2ckh_47,r-l_47,2ckh,0,-31.00924,208.387,67.826,2.442,-6.47,0.1181,10.34,0.531786,0.3685,0.010279951,-0.881141961,1.846902609
2ckh_48,r-l_48,2ckh,0,57.7048,623.207,224.45,18.633,-2.173,-0.0185,8.26,0.545069,0.9571,0.005096634,-0.258238941,1.733483076095581
2ckh_4810,r-l_4810,2ckh,1,-89.3212,-184.258,31.918,-29.219,4.819,-0.1145,-23.9,0.981037,0.996,0.004399466,0.246540621,1.7853517532348633
2ckh_49,r-l_49,2ckh,0,200.71938,2358.97,718.548,24.977,-1.997,-0.0704,-47.12,0.670083,0.2603,0.009277235,-0.498782694,0.2764544486999511
2ckh_4976,r-l_4976,2ckh,1,42.00694,478.102,176.064,-6.022,4.077,0.0026,-24.72,0.854936,0.9969,0.006597652,0.241927773,1.8647950887680047
2ckh_5,r-l_5,2ckh,0,28.0937,942.428,216.23,8.803,-2.631,0.113,-19.33,0.08096,0.6715,0.010279951,-1.808535218,1.5103399753570557
2ckh_50,r-l_50,2ckh,0,-22.310288,458.505,145.166,45.926,-8.45,0.1806,23.99,0.443297,0.8568,0.018701967,-1.315257311,1.9199036359786987
2ckh_51,r-l_51,2ckh,0,161.96337999999997,1513.74,532.257,25.857,-3.586,0.4721,-38.72,0.421315,0.3082,0.002863169,-0.493561536,-0.883192956
2ckh_52,r-l_52,2ckh,0,29.824379999999994,599.607,163.118,54.326,-8.599,0.1595,-4.43,0.212281,0.8635,0.005315579,-1.274686456,1.928115725517273
2ckh_53,r-l_53,2ckh,0,-35.3177,225.106,85.556,-3.023,-4.993,0.169,-13,0.584848,0.4268,0.010279951,-0.861174703,1.764663815498352
2ckh_54,r-l_54,2ckh,0,1.4268900000000002,499.797,159.687,36.454,-9.409,0.4095,-1.72,0.256974,0.7105,0.010279951,-1.47957015,1.8232580423355105
2ckh_55,r-l_55,2ckh,0,121.10434,1736.3,521.898,38.812,-8.01,0.4573,-10.25,-0.077871,0.8634,0.0097762,-0.712502718,1.871468186378479
2ckh_56,r-l_56,2ckh,0,-12.59146,338.815,98.517,-32.889,-1.623,-0.0707,-41.53,0.545022,0.6648,0.005595579,-1.51578784,1.5524871349334717
2ckh_57,r-l_57,2ckh,0,-17.95431,1195.48,403.245,19.885,-4.301,-0.0257,-36.09,0.298999,0.2695,0.010279951,-0.965767086,0.8015866279602051
2ckh_58,r-l_58,2ckh,0,-22.35486,226.508,87.419,40.121,-7.547,0.2095,32.02,0.347698,0.9017,0.018458735,-1.379695654,1.939725041389465
2ckh_59,r-l_59,2ckh,0,-2.70465,807.416,218.877,-11.289,-2.683,-0.0656,-19.61,0.243557,0.8185,0.003329341,-0.912859857,1.919624209403992
2ckh_6,r-l_6,2ckh,0,-6.60772,557.049,91.62,1.094,-6.856,0.1728,-21.46,0.303718,0.6364,0.008062617,-0.661539257,1.7017191648483276
2ckh_60,r-l_60,2ckh,0,-27.43086,169.561,86.184,-2.155,-3.221,0.0454,-27.06,0.459022,0.993,0.010279951,-0.841378689,0.058213711
2ckh_61,r-l_61,2ckh,0,56.283270000000016,690.621,325.347,-6.473,-1.861,-0.0607,-26.61,0.353828,0.398,0.004831673,-0.875380576,1.854323387145996
2ckh_62,r-l_62,2ckh,0,-20.01737,639.547,181.189,-6.852,-6.452,-0.0255,-40.23,0.578329,0.7453,0.00842585,-0.738359571,1.728144884109497
2ckh_63,r-l_63,2ckh,0,40.26446,478.833,132.872,7.051,-2.317,-0.0068,-25.77,0.200521,0.9505,0.010279951,-0.655706286,1.4968175888061523
2ckh_6375,r-l_6375,2ckh,1,81.36087,1629.36,458.238,-2.977,5.609,0.0726,-35.68,0.678259,0.9183,0.025517844,0.239596009,1.304150104522705
2ckh_64,r-l_64,2ckh,0,116.55694,1588.52,490.412,52.758,-7.062,0.1512,-17.79,0.027427,0.2393,0.012674138,-0.989975214,1.7005181312561035
2ckh_65,r-l_65,2ckh,0,38.21932,444.566,167.728,-13.963,-2.368,-0.1624,-17.79,0.398716,0.4734,0.003517013,-1.033905268,1.653771996498108
2ckh_66,r-l_66,2ckh,0,37.67937,549.63,296.125,3.33,-1.047,-0.0695,-59.46,0.798502,0.8659,0.000344396,-1.092573479,-0.00702405
2ckh_6663,r-l_6663,2ckh,1,-10.1785,532.3,225.665,-11.399,4.442,-0.154,-46.28,0.766846,0.9946,0.006837485,0.126745254,0.1492925882339477
2ckh_67,r-l_67,2ckh,0,57.36618,1016.55,282.791,9.504,-5.176,0.2811,12.86,0.459042,0.5102,0.005897905,-0.773493707,0.5464200973510742
2ckh_68,r-l_68,2ckh,0,-9.808743,249.816,191.48,-0.151,3.816,-0.0099,-42.99,0.588725,0.9576,0.010279951,-1.596905589,0.8223648071289062
2ckh_69,r-l_69,2ckh,0,137.2079,1885.5,623.513,56.6,-7.145,0.3969,-59.65,0.242986,0.2404,0.0163243,-1.01695776,-0.035041213
2ckh_7,r-l_7,2ckh,0,-34.52436,264.196,75.424,4.243,0.095,-0.1444,-26.71,0.822932,0.9104,0.008193424,-0.813557506,1.874134182929993
